PageValues,ProductRelated,ProductRelated_Duration,ExitRates,Month,TrafficType,Revenue
35.34967016,4,72.0,0.0,Sep,2,1
0.0,7,634.1666667,0.015384615,Mar,2,0
0.0,40,1473.658333,0.031153846,Nov,10,0
0.0,79,2693.582331,0.003430424,Dec,2,0
0.0,97,1589.183333,0.014967419,May,3,0
0.0,17,538.9666667,0.021929825,May,4,0
9.702113281,45,2502.966667,0.008510638,Mar,2,0
0.0,4,145.8333333,0.016666667,Mar,1,0
0.0,3,39.0,0.022222222,Mar,3,0
0.0,15,270.0,0.035714286,Mar,1,0
0.0,11,228.6666667,0.03,May,3,0
0.0,5,1306.0,0.12,Mar,13,0
32.88667049,31,1359.957586,0.003655914,Dec,2,0
10.51809524,22,892.0,0.00952381,May,4,1
0.0,16,980.25,0.04,Mar,3,0
0.0,7,701.0,0.057142857,May,4,0
6.189215434,153,4565.930621,0.006432173,Aug,1,1
0.0,15,936.1666667,0.09375,Mar,1,0
7.059929851,124,3197.290064,0.01989345,Nov,2,0
0.0,6,892.0,0.018518519,Mar,3,0
0.0,5,25.0,0.16,May,6,0
0.0,9,136.2833333,0.027272727,Jun,2,0
0.0,44,1236.638095,0.014728682,Dec,2,0
11.01940759,82,1853.286538,0.015957265,Dec,2,0
0.0,46,1103.916667,0.004081633,May,4,0
23.76322043,40,673.65,0.014634146,Nov,3,1
0.0,32,478.5,0.077843137,May,6,0
0.0,10,341.25,0.030555556,Nov,10,0
0.0,5,82.0,0.12,May,3,0
0.0,8,127.6666667,0.005,May,2,0
0.0,28,866.0,0.02183908,Mar,1,0
0.0,260,8555.765985,0.017330846,Nov,2,1
0.0,51,1364.266667,0.011987179,Nov,2,0
42.03044096,5,277.5,0.04,Nov,2,1
59.96777143,32,1038.797619,0.015714286,May,2,1
0.0,1,0.0,0.093333333,Sep,6,1
0.0,40,1090.566667,0.041198413,May,6,0
0.0,19,536.2666667,0.068170426,May,6,0
0.0,18,884.6333333,0.041140351,Mar,10,0
0.0,12,265.1666667,0.026111111,Feb,3,0
0.0,2,11.1,0.04,Oct,5,0
0.0,3,74.0,0.02,May,2,0
0.0,36,777.2175325,0.018068783,May,3,0
0.0,10,165.0,0.046666667,Nov,2,1
5.24475,24,777.0,0.045833333,May,13,0
0.0,13,231.5,0.023076923,May,1,0
0.0,24,377.5,0.02,May,3,0
0.0,67,1783.122222,0.005855856,May,4,0
1.444763592,30,1737.016667,0.048357964,Jun,3,0
0.0,7,176.3333333,0.011111111,May,13,0
0.0,5,96.5,0.04,Mar,3,0
0.0,80,1903.081639,0.032248996,Dec,2,0
0.0,7,242.75,0.047619048,Nov,11,0
7.25975,41,1705.041667,0.023982684,May,2,0
0.0,10,198.75,0.04,Nov,20,0
0.0,2,145.5,0.05,Nov,2,0
18.99561538,22,2297.801282,0.017435897,May,13,1
0.0,9,587.25,0.041666667,Dec,8,0
0.0,19,1124.888889,0.028229665,Nov,2,0
0.0,9,154.0,0.030769231,May,1,0
0.0,58,3757.75,0.038418079,Nov,1,1
0.0,0,0.0,0.033333333,Nov,6,0
0.0,49,1023.96,0.057823129,Aug,3,0
0.0,27,925.2933333,0.030687831,Jun,4,0
0.0,28,683.3,0.089285714,Jun,1,0
0.0,5,298.0,0.028571429,Feb,4,0
16.10052632,15,557.3333333,0.012631579,May,5,1
0.0,1,0.0,0.2,Nov,2,0
0.0,85,1558.529048,0.024257028,Aug,3,0
0.0,78,3098.992857,0.022124542,May,13,0
21.23960367,47,1366.058333,0.034751773,Dec,2,0
0.0,46,2183.8875,0.010638298,Nov,8,1
0.0,6,1054.3,0.1,Jul,3,0
0.0,10,177.5833333,0.018181818,Nov,2,0
6.135982448,73,2784.8,0.015317559,Nov,2,0
0.0,6,170.8333333,0.007142857,Mar,1,0
0.0,6,737.75,0.008333333,Nov,2,0
103.0610827,13,1314.083333,0.008333333,Dec,20,1
14.63523974,22,681.58,0.025396825,Nov,3,1
16.77416803,2,49.4,0.033333333,Oct,2,1
0.0,9,125.2666667,0.103703704,Oct,4,0
0.0,3,36.0,0.033333333,Mar,2,0
0.0,18,2269.336111,0.017160494,Nov,2,0
0.0,55,946.3636364,0.025454545,Nov,1,0
0.902835681,67,2421.060623,0.005379499,May,2,0
0.0,20,457.5833333,0.044444444,May,4,0
0.0,45,580.9357143,0.005,Aug,2,0
2.050814516,60,2818.094444,0.018387097,May,2,0
0.0,13,700.55,0.005882353,Jul,2,0
0.0,13,392.0,0.026923077,May,13,0
0.0,56,1246.919048,0.005367521,Mar,3,0
0.0,2,5.0,0.1,Mar,1,0
0.0,3,780.0,0.066666667,Feb,3,0
0.0,1,43.0,0.1,May,2,0
0.408238132,74,1146.469048,0.031306306,Nov,1,0
0.0,21,1030.0,0.025,Dec,1,0
0.0,21,1277.833333,0.036956522,May,6,0
0.0,1,0.0,0.2,Dec,3,0
8.665280918,182,9951.359644,0.021183788,Nov,2,1
0.0,5,109.0,0.015384615,Nov,2,1
0.0,21,2179.666667,0.002105263,May,2,0
0.0,15,612.0,0.013333333,Nov,2,0
0.0,16,164.8133333,0.05991342,Oct,5,0
0.0,16,666.1,0.014285714,Mar,2,0
55.01131298,118,3903.167094,0.012520167,Nov,2,1
0.0,2,37.5,0.04,Nov,2,0
0.0,7,1859.5,0.057142857,May,6,0
0.0,57,4115.233333,0.018421053,May,13,0
0.0,8,311.25,0.01,Nov,10,0
0.0,3,0.0,0.2,Nov,6,0
0.0,25,375.6,0.004,May,4,0
12.80819078,58,1436.690476,0.008231293,Dec,1,0
0.0,8,129.0,0.1,May,3,0
0.0,2,0.0,0.2,May,1,0
0.0,11,197.5,0.025,May,3,0
0.0,31,804.0430818,0.002090109,Jun,3,0
0.0,22,185.25,0.075757576,Nov,1,0
41.2169154,27,760.7708333,0.012941176,Nov,10,1
0.0,3,23.0,0.066666667,Nov,3,0
0.0,86,2806.846825,0.004061303,Oct,3,0
31.75846154,25,2454.45,0.015384615,May,6,1
0.0,37,511.1666667,0.036936937,May,13,0
0.0,7,155.0,0.1,May,4,0
86.79082569,139,3891.214286,0.011184211,Dec,6,0
0.0,9,326.0,0.055555556,May,2,0
0.0,25,317.5,0.031944444,May,6,0
0.0,29,1049.313889,0.054241071,Nov,2,0
30.80927957,87,1363.263492,0.008090118,May,2,1
26.18852293,16,2059.3,0.027777778,Jul,1,1
0.0,91,2058.534091,0.038816034,May,13,0
0.0,1,0.0,0.2,May,3,0
0.0,5,128.0,0.04,Nov,1,0
0.0,2,689.1,0.016666667,Aug,5,1
0.0,34,762.5,0.013513514,May,4,0
0.0,1,0.0,0.2,May,3,0
0.0,12,299.2666667,0.030769231,Sep,6,0
0.0,2,4.0,0.1,Mar,1,0
37.96905976,8,170.5333333,0.0,Aug,5,1
0.0,10,249.5,0.02,Dec,8,0
0.0,11,201.1333333,0.02,Jun,1,0
0.0,13,173.0,0.017777778,May,2,0
0.0,6,83.0,0.1,May,6,0
0.0,4,46.25,0.1,Nov,2,1
6.887181233,48,691.95,0.021380952,Oct,1,0
0.0,3,65.0,0.177777778,May,1,0
23.51599702,24,1737.0,0.015172414,Nov,10,1
16.43725303,27,1171.471429,0.019152047,Nov,5,0
0.0,23,790.1666667,0.026086957,May,13,0
0.0,86,2106.894048,0.008914729,Nov,2,0
92.9041786,16,2214.666667,0.003921569,Oct,2,1
0.0,1,0.0,0.2,Mar,1,0
0.0,9,258.2916667,0.022222222,Nov,2,0
0.0,29,1089.0,0.013793103,Mar,1,0
0.0,33,880.6333333,0.034117647,Dec,3,0
0.0,91,2056.106981,0.023937057,Nov,2,0
19.23268976,25,1074.683333,0.01875,Nov,4,0
0.0,35,1742.883333,0.041142857,May,4,0
0.0,2,0.0,0.2,May,13,0
0.0,9,205.0833333,0.044444444,Dec,2,0
27.89977528,81,1141.061905,0.004809853,May,3,0
0.0,2,0.0,0.2,Nov,3,0
0.0,98,3653.641667,0.0296601,Nov,2,0
0.0,23,1434.908333,0.030952381,Dec,2,0
0.0,14,1261.316667,0.009183673,Aug,5,0
116.3378652,14,398.9791667,0.014285714,Dec,20,1
0.0,3,0.0,0.2,Jun,1,0
0.0,7,232.6666667,0.014285714,Mar,2,0
11.71746761,168,4316.262171,0.018670927,Jul,1,0
0.0,1,343.0,0.066666667,Nov,3,0
0.0,8,413.0,0.0125,Sep,3,0
0.0,57,1091.005876,0.027875244,Nov,2,0
0.0,44,1256.825,0.0,Nov,5,0
0.0,3,46.75,0.066666667,Nov,10,0
0.0,24,1017.775758,0.049224806,Nov,20,0
0.0,45,1739.25,0.0178,Dec,1,0
0.0,5,73.0,0.08,May,3,0
0.0,14,1049.05,0.016666667,Nov,20,0
37.02263046,18,628.5833333,0.012698413,Nov,3,1
8.27583441,88,2638.244429,0.022464739,Nov,10,0
18.99269231,36,1100.916667,0.015262515,May,2,0
11.51923077,25,1194.5,0.007692308,May,2,1
0.0,21,595.75,0.076190476,Dec,1,0
0.0,37,907.5,0.021621622,Nov,8,0
0.0,27,652.7,0.02962963,Jul,1,0
17.527656,47,1882.113409,0.019314286,Mar,3,0
26.27933158,70,961.5493506,0.013089192,May,3,1
12.48912129,40,1159.5671,0.016324111,Dec,2,0
0.0,9,1261.7,0.05,Aug,5,0
12.08836478,64,5738.902193,0.020187793,Oct,13,1
0.0,4,110.5,0.011111111,Mar,2,0
0.0,7,151.5,0.028571429,May,4,0
0.0,2,0.0,0.2,Dec,1,0
0.0,4,910.0,0.025,Mar,10,0
0.0,33,1310.472222,0.044312169,May,4,0
0.0,3,16.0,0.066666667,May,1,0
0.0,10,108.0,0.074,May,19,0
0.0,2,0.0,0.2,May,13,0
0.0,4,298.0,0.15,Mar,13,0
0.0,2,0.0,0.2,Nov,1,0
0.0,36,983.425,0.010526316,Aug,6,0
0.0,16,156.5333333,0.04375,Mar,3,0
0.0,20,1052.833333,0.015789474,Nov,3,0
6.80128988,11,259.5533333,0.05,Oct,2,0
5.329743627,79,1828.884048,0.01252331,Oct,2,0
0.0,5,95.0,0.12,Mar,1,0
0.0,26,364.6666667,0.086538462,May,13,0
22.9772856,18,1014.2,0.02,Nov,13,1
0.0,22,615.0666667,0.036,Oct,1,0
0.0,16,385.5,0.0125,Dec,1,0
0.0,12,99.0,0.192307692,May,13,0
8.466384757,114,4269.493146,0.016980377,Nov,1,0
0.0,10,123.0,0.02,May,3,0
64.788,8,149.0,0.033333333,May,2,1
17.98756852,58,1200.5,0.017816092,Dec,6,0
0.0,73,3324.597222,0.040273973,Nov,13,1
69.46239458,15,276.7333333,0.021052632,Oct,4,1
0.0,6,186.0,0.072222222,May,3,0
0.0,4,38.3,0.066666667,Nov,5,0
0.0,29,1904.541667,0.026060606,Nov,8,1
0.0,2,40.0,0.1,May,4,0
0.0,2,162.0,0.05,May,4,0
0.0,152,4251.74125,0.009780702,Nov,10,1
0.0,4,95.0,0.033333333,Nov,2,0
0.0,93,4261.842857,0.021080839,Mar,1,0
29.31555556,9,464.0,0.022222222,May,2,1
0.0,48,1085.078571,0.013690476,May,3,0
0.0,79,2663.583333,0.017088608,Nov,1,1
0.0,8,158.5,0.05,Mar,3,0
0.0,21,1535.0,0.048333333,Nov,3,0
0.0,19,512.0666667,0.033333333,May,4,0
0.0,7,611.0833333,0.016666667,Dec,8,0
0.0,8,1340.3,0.025,Sep,4,0
0.0,24,348.0333333,0.111111111,Oct,3,0
0.0,5,180.5,0.033333333,Dec,20,0
7.201209277,125,7444.938071,0.022385989,Nov,2,1
0.0,6,183.875,0.014285714,Dec,2,0
0.0,22,525.2666667,0.007709751,Mar,1,0
0.0,15,814.0,0.053846154,Nov,1,0
0.0,22,1344.75,0.048447205,Nov,8,0
0.0,8,221.0,0.025,Dec,1,0
0.0,21,704.3,0.018478261,Dec,2,1
0.0,62,4391.666667,0.014814815,Jun,1,0
0.0,14,338.7916667,0.025,Dec,3,0
46.21605051,35,1136.083333,0.013157895,Nov,3,1
0.0,7,186.0,0.033333333,Nov,2,0
0.0,15,2190.666667,0.004444444,Mar,8,0
0.0,55,1728.025397,0.071645022,May,6,0
6.190582078,55,1139.638889,0.03245614,Dec,10,0
8.54525,27,880.8,0.020192308,May,2,1
1.680318841,65,1476.5,0.059661836,May,1,0
0.0,12,1952.75,0.068333333,Nov,1,0
0.0,8,125.0,0.025,May,1,0
0.0,15,608.4166667,0.035294118,Mar,3,0
53.22881633,50,2617.233333,0.001360544,May,2,1
20.88818182,22,428.45,0.012878788,May,2,1
0.0,16,534.9166667,0.02125,May,3,0
0.0,5,93.5,0.013333333,May,13,0
0.0,25,402.0430403,0.02202381,Nov,10,1
0.0,18,762.2380952,0.002352941,Nov,2,0
0.0,63,1021.0,0.059895833,May,3,0
0.0,2,27.5,0.1,Nov,1,0
0.685335799,255,8467.584379,0.025016422,Jun,3,0
0.0,19,1666.75,0.021052632,Nov,20,0
0.0,17,477.7166667,0.0,Sep,2,0
0.0,8,372.25,0.00952381,Dec,8,0
0.513385987,149,4107.119658,0.013305319,May,1,0
0.0,35,776.0190476,0.005714286,Mar,2,0
0.0,12,440.75,0.041666667,Dec,1,0
7.296889074,78,5097.41833,0.030390424,Nov,2,1
0.0,3,27.0,0.1,May,3,0
0.0,20,331.8914286,0.004761905,Aug,1,0
0.0,16,672.8794872,0.029027611,May,3,0
0.0,1,0.0,0.2,Mar,1,0
0.0,1,0.0,0.2,Nov,2,0
0.0,41,4270.141667,0.027160494,Mar,1,0
0.0,27,857.1833333,0.017283951,Nov,10,0
0.0,38,1689.708333,0.0295,Nov,13,0
0.0,18,644.125,0.021924603,Mar,10,0
0.0,11,394.8,0.027272727,Nov,13,0
3.332333333,43,3266.127778,0.043712341,Mar,10,0
0.0,28,475.025,0.000446429,Nov,10,0
0.0,26,409.3,0.038461538,Jul,1,0
0.0,6,224.0,0.016666667,May,2,0
0.714623214,11,605.6166667,0.008888889,Jun,2,1
0.0,20,651.4,0.004166667,Mar,2,0
0.0,14,306.5,0.004444444,Mar,2,0
0.0,3,60.6,0.033333333,Oct,6,0
0.0,84,1893.619048,0.030138889,Oct,3,0
0.0,5,454.0,0.05,Mar,6,0
0.0,5,28.25,0.093333333,Nov,2,0
0.0,10,60.0,0.04,May,4,0
0.0,37,2767.753333,0.015,Nov,2,0
0.0,43,2209.554876,0.022317022,Dec,2,0
0.0,46,2756.19246,0.01765792,Nov,2,0
40.4014481,12,846.25,0.018181818,Dec,6,1
3.920321611,85,2155.653752,0.019225201,Nov,2,1
0.0,12,640.375,0.041538462,Dec,1,0
1.288569678,54,2214.230303,0.031076389,Oct,1,0
0.0,3,79.5,0.066666667,Dec,2,0
0.0,8,123.0,0.029166667,Nov,11,0
0.0,19,924.3333333,0.004761905,Mar,2,0
0.0,21,642.4642857,0.057142857,Dec,2,0
0.0,49,2259.047619,0.034693878,Nov,1,0
3.296827304,25,528.9666667,0.037179487,Jun,3,0
0.0,3,43.4,0.066666667,Sep,4,0
28.79847144,126,6085.002381,0.004264323,Nov,2,1
0.0,8,1261.5,0.01,Dec,2,0
0.0,42,3127.078788,0.021287825,Nov,2,0
0.0,1,0.0,0.2,Jun,5,0
0.0,37,747.48,0.052845528,Jul,3,0
0.0,1,0.0,0.2,May,13,0
0.0,50,3002.902778,0.013611111,Nov,2,0
29.76290794,48,1256.291667,0.016570513,Nov,2,0
8.052496178,52,591.1542063,0.011448413,Jul,3,0
0.0,11,169.1666667,0.036363636,Oct,1,0
64.6,10,386.15,0.015384615,Mar,8,1
0.0,68,2889.946154,0.008789401,Jun,1,0
0.0,16,672.5,0.025925926,Mar,2,0
0.0,8,227.1,0.066666667,Aug,13,0
11.43180835,102,3025.290325,0.019800052,Sep,2,0
0.384720286,67,1784.755219,0.001928521,Sep,2,0
0.0,5,63.4,0.028571429,Jul,2,0
26.18180656,8,278.58,0.01,Jul,2,0
30.4615873,62,2414.9,0.002222222,May,2,1
0.0,30,469.1,0.015,Jul,4,0
0.0,72,2494.8171,0.013842593,Nov,11,0
0.0,61,1617.519048,0.030295699,Nov,2,0
0.0,1,0.0,0.2,Dec,1,0
0.0,29,386.2621212,0.000666667,Nov,2,0
0.0,9,198.8333333,0.006060606,Mar,2,0
0.0,1,0.0,0.2,Mar,1,0
0.0,1,0.0,0.2,Dec,1,0
0.0,12,1437.75,0.066666667,Nov,1,0
0.0,6,231.8,0.066666667,Oct,2,0
0.0,3,80.0,0.133333333,Feb,3,0
0.0,449,63973.52223,0.02770134,Dec,2,0
0.0,9,232.31,0.028717949,Oct,2,0
6.147633803,65,2091.662821,0.030146368,May,4,0
0.0,94,4698.796429,0.017659574,Nov,2,0
0.0,10,249.0,0.064,Nov,3,0
0.0,40,974.0833333,0.028205128,Nov,3,0
0.0,12,483.2916667,0.041666667,Dec,1,0
0.0,19,500.7880952,0.017105263,May,4,0
0.0,22,1632.533333,0.025,Dec,2,0
0.0,12,279.547619,0.019047619,Nov,3,0
0.0,20,562.0071429,0.00125,Nov,3,0
0.0,1,0.0,0.2,Nov,20,0
5.689554113,24,1192.5,0.033760684,May,7,0
0.0,68,2593.741667,0.012843137,Mar,8,0
0.0,2,28.0,0.04,Nov,2,0
4.873969358,64,2121.304304,0.018007866,May,4,0
0.0,3,33.33333333,0.030555556,Nov,10,1
3.996742423,120,7604.397831,0.030675226,Jul,1,1
0.0,44,844.9416667,0.015925926,Dec,10,0
0.0,14,380.5,0.028571429,Feb,1,0
0.0,126,4558.372222,0.00620155,Nov,2,0
1.119759036,74,3615.889239,0.016930138,May,1,0
3.730318306,200,8336.039583,0.017597513,Nov,1,1
0.0,3,0.0,0.2,Mar,1,0
0.0,13,293.0,0.014285714,Mar,10,0
0.0,2,0.0,0.2,Mar,1,0
0.0,2,32.0,0.1,Feb,3,0
0.0,85,3344.958929,0.012754534,Dec,3,0
0.0,2,22.0,0.1,Mar,1,0
0.0,237,8956.097502,0.012109705,Nov,2,0
0.0,13,197.2,0.038461538,May,3,0
0.0,5,234.9666667,0.033333333,May,13,0
0.0,40,962.3333333,0.01625,Mar,1,0
0.0,74,3109.404167,0.042859175,Nov,2,0
0.0,35,869.0611111,0.00617284,May,2,0
19.74930078,13,1036.53178,0.048235852,Nov,4,0
6.693658292,68,1664.14881,0.021846847,Dec,2,1
38.60204838,55,3328.903752,0.014212018,Nov,2,0
0.0,17,582.4,0.071111111,May,13,0
0.0,24,304.5230769,0.007993197,May,2,0
0.0,4,112.0,0.075,May,3,0
0.0,4,52.0,0.025,Mar,2,0
66.57412378,84,3646.083333,0.016803503,Nov,2,0
16.74209908,73,3059.013889,0.024897119,Nov,2,1
2.3976,17,372.8,0.026428571,Mar,1,0
3.97647235,58,2153.71859,0.012156298,May,2,0
0.0,31,1350.258333,0.023870968,Dec,2,0
0.0,35,643.05,0.015789474,Oct,4,0
15.15643787,47,1480.233333,0.027824074,Nov,3,1
10.02470626,11,353.9,0.04375,Oct,1,0
39.03580426,37,1500.422543,0.015338753,Mar,2,0
0.0,3,55.0,0.1,Feb,3,0
0.0,34,456.525,0.03030303,Nov,1,0
0.0,12,205.9761905,0.024358974,Mar,1,0
0.0,154,8038.325302,0.027963219,May,5,0
111.2629939,32,1443.641667,0.010784314,Nov,2,1
125.961749,10,208.0,0.022222222,Dec,2,1
33.86849093,71,2426.791667,0.010810811,Nov,8,1
0.602232815,81,2628.0,0.012345679,Dec,2,1
1.307682317,106,3163.096825,0.021393867,Nov,13,0
0.0,1,0.0,0.2,Oct,3,0
0.0,16,392.1428571,0.027205882,Mar,2,0
0.0,13,2038.0,0.021428571,May,3,0
0.0,5,488.5,0.033846154,Mar,6,0
0.0,11,976.0,0.044688645,Dec,1,0
33.61787649,91,1596.412698,0.007912088,Sep,1,0
0.0,17,295.0,0.052941176,May,6,0
0.0,315,11232.65691,0.019252583,Nov,2,0
2.208494444,66,2656.183333,0.009652076,May,1,0
0.0,11,267.3,0.016666667,Nov,2,0
0.0,107,2589.881537,0.019627539,Dec,2,0
5.468093499,112,6673.291392,0.008744589,Nov,3,0
0.0,3,34.0,0.066666667,May,1,0
0.0,2,78.1,0.171428571,Sep,2,0
0.0,53,1618.203333,0.047628205,Oct,1,0
28.18955966,19,523.25,0.046666667,Nov,8,1
0.0,72,2101.467925,0.029986961,Aug,2,0
0.0,28,1338.225,0.032525253,Dec,3,0
35.49,6,546.0,0.04,Mar,1,1
0.0,6,129.2,0.077777778,May,3,0
9.193989222,132,7356.402381,0.017577031,Dec,10,0
0.0,10,182.1666667,0.018181818,May,1,0
10.48533333,41,506.7166667,0.013968254,May,3,0
0.0,13,3014.018519,0.06140625,Mar,2,0
0.0,48,832.0833333,0.064782609,Dec,3,0
0.0,25,2765.2,0.016888889,May,1,0
0.0,33,982.0,0.005882353,May,4,0
0.0,25,243.4666667,0.024,Aug,2,0
0.0,63,2435.697531,0.017460317,Jul,3,0
0.0,90,3262.350896,0.010909616,May,6,0
0.0,12,115.1666667,0.042857143,Mar,1,0
0.0,36,1081.108333,0.025972222,Sep,2,0
0.0,22,420.2,0.01516165,May,4,0
0.0,82,3174.642793,0.012081072,Nov,2,0
0.0,7,92.5,0.122222222,May,13,0
0.0,3,35.0,0.066666667,Nov,1,0
0.0,9,116.3333333,0.066666667,Mar,1,0
58.9241766,7,728.8,0.0,Aug,2,1
0.0,4,141.0,0.05,Aug,3,0
0.0,56,2954.759524,0.049396552,May,6,0
0.0,65,2349.101818,0.046505418,Jul,3,0
0.0,48,1900.675,0.009574468,Nov,10,1
0.0,151,2564.278157,0.0210895,May,15,0
0.0,3,56.5,0.133333333,Nov,1,0
0.0,35,1988.658333,0.030662021,Mar,2,0
0.0,12,202.25,0.029166667,Mar,1,0
0.0,14,183.6666667,0.004761905,Mar,3,0
0.0,2,0.0,0.2,Mar,1,0
0.0,29,2351.05,0.015762787,May,1,0
0.0,44,831.6083333,0.013178295,May,2,0
17.2704,9,548.0,0.04,May,4,1
0.0,25,1838.5,0.052,May,19,0
0.0,35,682.1833333,0.001388889,Jul,1,0
0.0,15,489.7083333,0.003846154,Dec,2,0
80.68062856,65,2881.133333,0.002985075,Mar,2,1
0.0,16,394.5580952,0.015,Oct,20,0
0.0,7,244.25,0.028571429,Dec,13,0
0.0,3,0.0,0.2,Mar,1,0
0.0,21,1429.616667,0.00952381,Nov,2,0
0.0,7,168.75,0.00952381,Nov,2,0
0.0,49,1077.007576,0.015030864,Mar,2,0
0.0,6,173.0,0.0375,May,2,0
52.08342857,19,2340.5,0.015873016,May,4,0
0.0,30,474.5,0.003225806,Mar,2,0
0.0,42,601.7666667,0.004545455,Mar,3,0
0.0,3,15.0,0.133333333,Nov,3,0
0.0,2,63.5,0.1,Nov,1,0
0.0,22,1945.5,0.008333333,Dec,2,0
0.0,9,89.5,0.058333333,Sep,4,1
0.0,26,1056.666667,0.030933333,May,1,0
0.0,9,319.6666667,0.055555556,May,1,0
0.0,6,146.5,0.018181818,Nov,2,0
0.0,4,233.0,0.075,Mar,1,0
13.1307834,19,637.4285714,0.042857143,Nov,3,0
0.0,90,2636.138889,0.045777778,Nov,2,0
0.0,4,233.375,0.02,Nov,2,0
0.0,6,192.0833333,0.035555556,Nov,2,0
0.0,20,363.6666667,0.016666667,Mar,3,0
1.104440234,154,4755.224054,0.029142563,Nov,1,0
0.0,1,0.0,0.2,Mar,3,0
16.37978199,16,273.7066667,0.0084,Oct,2,0
0.0,3,311.0,0.166666667,May,3,0
0.0,0,0.0,0.2,Feb,5,0
0.0,7,223.0,0.028571429,Mar,1,0
0.0,3,24.0,0.02,Mar,1,0
0.0,1,0.0,0.2,Dec,1,0
0.0,2,54.0,0.15,May,1,0
0.0,17,591.25,0.078431373,May,4,0
0.0,2,14.0,0.1,Dec,2,0
0.0,19,1221.7,0.0,Jun,2,0
5.866248908,107,3173.210417,0.00912201,Jun,2,0
0.0,14,197.5,0.042857143,May,1,0
0.0,2,76.0,0.05,Feb,3,0
0.0,11,463.5,0.007692308,Nov,11,0
0.0,9,191.5625,0.024691358,Nov,11,0
0.0,28,611.94,0.006896552,Sep,1,0
0.0,7,56.625,0.066666667,Dec,20,0
0.0,5,50.0,0.025,Dec,20,1
5.28608849,163,4600.540873,0.021052657,Nov,2,1
0.0,10,322.5,0.07,Mar,1,0
23.554375,27,1150.192063,0.0125,May,2,1
0.0,2,11.0,0.1,Mar,10,0
0.0,17,548.3333333,0.031372549,Mar,2,0
261.4912857,23,792.7222222,0.010714286,Mar,8,1
0.0,5,164.0,0.04,May,1,0
22.12888889,27,1523.05,0.001851852,May,4,1
17.5336164,14,1183.0,0.004761905,Nov,10,1
0.0,14,387.7666667,0.031111111,Oct,1,0
0.0,122,1945.321429,0.033333333,May,6,0
0.0,38,1355.366667,0.009259259,Nov,2,0
0.0,4,30.0,0.08,May,11,0
12.27419487,34,1345.755952,0.013341952,May,2,0
0.0,62,1243.17619,0.00983871,Dec,2,0
0.0,8,306.0,0.008888889,Mar,3,0
0.0,10,199.6666667,0.045,Nov,3,0
0.0,81,5000.739116,0.020433155,Nov,2,0
0.0,24,520.6666667,0.006666667,Mar,3,0
0.0,71,3044.356667,0.013380282,Sep,2,0
76.78667659,17,498.3333333,0.021052632,Mar,10,1
0.0,21,921.6233333,0.01,Sep,2,0
0.0,1,0.0,0.2,Dec,3,0
0.0,33,761.2233333,0.020793651,Oct,3,0
60.43385263,112,2478.622727,0.004005848,May,3,1
0.0,18,1796.583333,0.02173913,Nov,1,0
0.0,19,608.9428571,0.041915584,Mar,1,0
0.0,81,1839.13,0.018380231,Sep,13,0
0.0,21,263.0,0.030952381,Mar,3,0
0.0,25,1690.977778,0.037333333,Mar,1,0
0.0,2,8.0,0.1,Mar,1,0
1.84752,26,933.3333333,0.028,May,13,0
0.0,16,1472.0,0.040625,May,1,0
0.0,40,1783.25,0.026416667,May,2,0
0.0,16,408.25,0.014117647,May,4,0
33.41173784,120,2016.564401,0.012613585,Jul,13,1
0.0,8,97.9,0.058333333,Jun,2,0
2.797414715,111,2451.869048,0.015775776,May,3,1
19.3654955,33,878.6238095,0.02045045,Mar,2,1
0.0,12,1040.333333,0.010526316,May,2,0
0.0,95,2107.583333,0.004166667,May,4,0
0.0,96,2857.712454,0.019742908,Nov,6,0
0.0,13,421.7857143,0.023529412,Nov,2,0
5.290262526,41,1921.10307,0.032987654,Jul,1,0
0.0,13,308.5,0.0125,Dec,2,0
0.0,9,143.0,0.005555556,Nov,2,0
0.0,31,2221.0,0.01047619,Nov,3,0
0.0,15,272.5,0.011111111,Oct,2,0
0.0,64,1810.966667,0.012962963,May,6,0
77.4579855,25,278.1366667,0.007692308,Nov,2,0
0.0,1,0.0,0.2,Nov,2,0
0.0,1,8.0,0.033333333,Oct,5,0
0.0,23,271.5785714,0.008333333,Aug,1,0
0.0,7,935.6666667,0.0375,Nov,6,1
0.0,65,1624.941667,0.0203125,Nov,11,0
0.0,12,1178.666667,0.053030303,Mar,3,0
7.766280897,66,3572.241757,0.012314449,Oct,2,0
0.0,5,67.0,0.14,May,3,0
0.0,12,207.0,0.036666667,Mar,2,0
0.0,3,67.66666667,0.04,Dec,20,0
19.53495497,10,302.0,0.05952381,Mar,2,1
0.0,12,240.4166667,0.061688312,Mar,6,0
0.0,103,5395.201794,0.03,Nov,2,0
0.0,28,363.25,0.007142857,Nov,3,0
0.0,5,43.2,0.12,Jul,13,0
0.0,25,525.1666667,0.030769231,Nov,2,0
10.20777685,40,797.0033333,0.012539087,Oct,2,0
0.0,6,96.0,0.025,Dec,2,0
0.0,16,589.875,0.00952381,Dec,2,0
21.09392209,7,555.4,0.055555556,Oct,1,0
0.0,33,595.0095238,0.004651163,Mar,10,0
7.753880158,45,3641.213151,0.014311471,Mar,2,1
47.12454606,26,2609.0,0.002380952,Nov,2,1
0.0,18,1217.85,0.020833333,May,4,0
0.0,95,2500.128052,0.011832634,Nov,2,0
